product_id,handle,title,old_words,new_words,new_html
8199277740121,jonathan-quick-signed-los-angeles-hockey-official-game-puck,Jonathan Quick Signed Los Angeles Kings Official Game Puck,14,157,"<p>This Los Angeles Kings puck was hand signed by Jonathan Quick. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277772889,shea-theodore-vegas-signed-official-game-puck,Shea Theodore Vegas Golden Knights Signed Official Game Puck,14,160,"<p>Add a Vegas Golden Knights puck hand signed by Shea Theodore to your collection. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277805657,mark-recchi-montreal-signed-hockey-puck-with-hof-note,Mark Recchi Montreal Canadiens Signed Puck with HOF Note,15,165,"<p>Own a Montreal Canadiens puck carrying the signature of Mark Recchi. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277838425,mats-naslund-autographed-montreal-hockey-puck,Mats Naslund Autographed Montreal Canadiens Hockey Puck,12,159,"<p>Add a Montreal Canadiens puck hand signed by Mats Naslund to your collection. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277871193,shea-weber-signed-montreal-hockey-official-game-puck,Shea Weber Signed Montreal Canadiens Official Game Puck,13,159,"<p>Add a Montreal Canadiens puck hand signed by Shea Weber to your collection. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277903961,steve-shutt-signed-montreal-hockey-puck-with-hof-note,Steve Shutt Signed Montreal Canadiens Puck with HOF Note,15,165,"<p>Own a Montreal Canadiens puck carrying the signature of Steve Shutt. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199277969497,vincent-damphousse-montreal-signed-1993-stanley-cup-puck,Vincent Damphousse Canadiens Signed 1993 Stanley Cup Puck,14,156,"<p>This Montreal Canadiens puck was hand signed by Vincent Damphousse. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278002265,chris-chelios-montreal-autographed-hockey-puck-with-hof-note,Chris Chelios Montreal Canadiens Signed Puck with HOF Note,15,164,"<p>This Montreal Canadiens puck was hand signed by Chris Chelios. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278035033,charlie-hodge-montreal-autographed-hockey-puck,Charlie Hodge Montreal Canadiens Autographed Hockey Puck,12,156,"<p>This Montreal Canadiens puck was hand signed by Charlie Hodge. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278067801,denis-savard-signed-montreal-hockey-puck-with-hof-note,Denis Savard Signed Montreal Canadiens Puck with HOF Note,15,165,"<p>Own a Montreal Canadiens puck carrying the signature of Denis Savard. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278100569,dickie-moore-montreal-autographed-puck-with-hof-inscription,Dickie Moore Montreal Canadiens Signed Puck with HOF Note,14,167,"<p>Add a Montreal Canadiens puck hand signed by Dickie Moore to your collection. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278133337,andy-moog-autographed-montreal-hockey-puck,Andy Moog Autographed Montreal Canadiens Hockey Puck,12,157,"<p>Own a Montreal Canadiens puck carrying the signature of Andy Moog. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278166105,doug-gilmour-autographed-montreal-hockey-puck-with-hof-note,Doug Gilmour Signed Montreal Canadiens Puck with HOF Note,14,165,"<p>Own a Montreal Canadiens puck carrying the signature of Doug Gilmour. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278198873,gump-worsley-minnesota-north-stars-signed-puck-with-hof-note,Gump Worsley Minnesota North Stars Signed Puck with HOF Note,15,166,"<p>Own a Minnesota North Stars puck carrying the signature of Gump Worsley. It carries the inscription ""HOF"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278231641,eric-staal-minnesota-autographed-official-game-puck,Eric Staal Minnesota Wild Autographed Official NHL Game Puck,14,157,"<p>Own a Minnesota Wild puck carrying the signature of Eric Staal. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278264409,eric-lindros-signed-1991-entry-draft-puck-with-1st-pick-note,Eric Lindros Signed 1991 NHL Draft Puck with 1st Pick Note,17,166,"<p>Add a puck hand signed by Eric Lindros to your collection. It carries the inscription ""1st Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278329945,eric-staal-signed-2003-entry-draft-puck-with-2nd-pick-note,Eric Staal Signed 2003 NHL Draft Puck with 2nd Pick Note,17,163,"<p>This puck was hand signed by Eric Staal. It carries the inscription ""2nd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278362713,gabriel-landeskog-signed-2011-entry-draft-puck-with-2nd-pick-note,Gabriel Landeskog Signed 2011 NHL Draft Puck with 2nd Pick Note,17,166,"<p>Add a puck hand signed by Gabriel Landeskog to your collection. It carries the inscription ""2nd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278395481,felix-potvin-signed-1990-entry-draft-puck-with-31st-pick-note,Felix Potvin Signed 1990 NHL Draft Puck with 31st Pick Note,17,163,"<p>This puck was hand signed by Felix Potvin. It carries the inscription ""31st Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278428249,jason-spezza-signed-2001-entry-draft-puck-with-2nd-pick-note,Jason Spezza Signed 2001 NHL Draft Puck with 2nd Pick Note,17,163,"<p>This puck was hand signed by Jason Spezza. It carries the inscription ""2nd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278461017,jacob-trouba-signed-2012-entry-draft-puck-with-9th-pick-note,Jacob Trouba Signed 2012 NHL Draft Puck with 9th Pick Note,17,163,"<p>This puck was hand signed by Jacob Trouba. It carries the inscription ""9th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278559321,denis-savard-signed-1980-entry-draft-puck-with-3rd-pick-note,Denis Savard Signed 1980 NHL Draft Puck with 3rd Pick Note,17,163,"<p>This puck was hand signed by Denis Savard. It carries the inscription ""3rd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278592089,claude-giroux-signed-2006-entry-draft-puck-with-22nd-pick-note,Claude Giroux Signed 2006 NHL Draft Puck with 22nd Pick Note,17,164,"<p>Own a puck carrying the signature of Claude Giroux. It carries the inscription ""22nd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278624857,brady-tkachuk-signed-2018-entry-draft-puck-with-4th-pick-note,Brady Tkachuk Signed 2018 NHL Draft Puck with 4th Pick Note,17,166,"<p>Add a puck hand signed by Brady Tkachuk to your collection. It carries the inscription ""4th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278657625,sam-bennett-signed-2014-entry-draft-puck-with-4th-pick-note,Sam Bennett Signed 2014 NHL Draft Day Puck with 4th Pick Note,18,166,"<p>Add a puck hand signed by Sam Bennett to your collection. It carries the inscription ""4th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278690393,sam-reinhart-signed-2014-entry-draft-puck-2nd-pick-note,Sam Reinhart Signed 2014 NHL Entry Draft Puck 2nd Pick Note,16,157,"<p>Add a puck hand signed by Sam Reinhart to your collection. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278755929,sean-monahan-signed-2013-entry-draft-puck-with-6th-pick-note,Sean Monahan Signed 2013 NHL Draft Puck with 6th Pick Note,17,166,"<p>Add a puck hand signed by Sean Monahan to your collection. It carries the inscription ""6th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278788697,steve-yzerman-signed-1983-entry-draft-puck-with-4th-pick-note,Steve Yzerman Signed 1983 NHL Draft Puck with 4th Pick Note,17,164,"<p>Own a puck carrying the signature of Steve Yzerman. It carries the inscription ""4th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278854233,shea-weber-signed-2003-entry-draft-puck-with-49th-pick-note,Shea Weber Signed 2003 NHL Draft Puck with 49th Pick Note,17,166,"<p>Add a puck hand signed by Shea Weber to your collection. It carries the inscription ""49th Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278887001,tyler-seguin-signed-2010-entry-draft-puck-with-2nd-pick-note,Tyler Seguin Signed 2010 NHL Draft Puck with 2nd Pick Note,17,164,"<p>Own a puck carrying the signature of Tyler Seguin. It carries the inscription ""2nd Pick"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278919769,sergei-zubov-centennial-season-signed-100-years-official-game-puck,Sergei Zubov NHL Centennial Season Signed 100 Years Puck,16,155,"<p>Own a puck carrying the signature of Sergei Zubov. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199278952537,sergei-zubov-signed-hockey-hall-of-fame-inscribed-puck,Sergei Zubov Signed Hockey Hall of Fame Inscribed Puck,14,165,"<p>Add a puck hand signed by Sergei Zubov to your collection. It carries the inscription ""Puck"" alongside the signature. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
8199279018073,logan-couture-signed-2007-entry-draft-puck-with-9th-pick,Logan Couture Signed 2007 NHL Entry Draft Puck with 9th Pick,16,154,"<p>This puck was hand signed by Logan Couture. The puck is sealed in a premium acrylic display case with an officially licensed team pin, so you can put it straight on a shelf.</p><p>Every item we sell is sourced directly from the player, from official signings, from exclusive distributors, or from autographs certified by recognized third-party authenticators. This piece ships with a numbered Certificate of Authenticity and a tamper-proof, uniquely coded hologram, backed by our 100% Authenticity Guarantee.</p><p>Packaging and shipping: handling typically takes 1 to 5 business days, and orders typically ship within 7 business days. As an autographed collectible, some orders can take a few additional weeks if the piece is being framed, the jersey is being sewn together, or we are waiting on a celebrity signing, and we will keep you updated if that applies to your order. See our Shipping Policy for full details.</p><p>Photos shown are our catalogue images.</p>"
